Usando dispositivo: cuda
Usando dispositivo: cuda
Ejecutando solo la tarea de Detección de Presencia con modelo: 1
############################################################## 
##############################################################
presence model:  LSTM 
window:  1  --- package number:  8

archivo de datos de training para presencia NO encontrado: processed_data\presence\fullrooms_training_8.csv

generando datos de salas llenas para training...

generando datos de salas llenas para validacion...

generando datos de salas llenas para test...

generando datos de salas vacías para training...

generando datos de salas vacías para validacion...

generando datos de salas vacías para  test...

generando labels...

datos de presencia generados y guardados exitosamente. Generando etiquetas...

################# Salas llenas
shape train:  (1360, 52)  --- shape val:  (340, 52)  ---- shape test:  (425, 52)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
################# Salas vacías
shape train:  (1360, 52)  --- shape val:  (340, 52)  --- shape test:  (425, 52)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
############################################################################################

############################################################## 
window:  1  --- package number:  8
comenzando modelo LSTM
Epoch 1/100, Loss: 0.8386, Acc: 0.5000, Val Loss: 0.7271, Val Acc: 0.5000
Epoch 21/100, Loss: 0.6949, Acc: 0.5000, Val Loss: 0.6936, Val Acc: 0.5000
Epoch 22/100, Loss: 0.6948, Acc: 0.5000, Val Loss: 0.6936, Val Acc: 0.5000
Epoch 23/100, Loss: 0.6948, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 24/100, Loss: 0.6948, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 25/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 26/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 27/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 28/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 29/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 30/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 31/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 32/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 33/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 34/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 35/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 36/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 37/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 38/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 39/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 40/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 41/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 42/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 43/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 44/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 45/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 46/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 47/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 48/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 49/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 50/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 51/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 52/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 53/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 54/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 55/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 56/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 57/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 58/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 59/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 60/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 61/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 62/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 63/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 64/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 65/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 66/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 67/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 68/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 69/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 70/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 71/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 72/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 73/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 74/100, Loss: 0.6945, Acc: 0.3824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 75/100, Loss: 0.6945, Acc: 0.3118, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 76/100, Loss: 0.6945, Acc: 0.2412, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 77/100, Loss: 0.6945, Acc: 0.2059, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 78/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 79/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 80/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 81/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 82/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 83/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 84/100, Loss: 0.6945, Acc: 0.2059, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 85/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 86/100, Loss: 0.6945, Acc: 0.1824, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 87/100, Loss: 0.6945, Acc: 0.2059, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 88/100, Loss: 0.6945, Acc: 0.2059, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 89/100, Loss: 0.6945, Acc: 0.2059, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 90/100, Loss: 0.6945, Acc: 0.2412, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 91/100, Loss: 0.6945, Acc: 0.2882, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 92/100, Loss: 0.6945, Acc: 0.3353, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 93/100, Loss: 0.6945, Acc: 0.4059, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 94/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 95/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 96/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 97/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 98/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 99/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 100/100, Loss: 0.6945, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000

##############################
Resultados para window:  1  --- package number:  8
{
    "training": [
        0.6945031621876885,
        0.5,
        0.0,
        0.0,
        0.0
    ],
    "validate": [
        0.6931627736372106,
        0.5,
        0.0,
        0.0,
        0.0
    ],
    "test": [
        0.6931472133187687,
        0.5,
        0.5,
        1.0,
        0.6666666666666666
    ]
}
############################################################## 
##############################################################
presence model:  LSTM 
window:  3  --- package number:  24

archivo de datos de training para presencia NO encontrado: processed_data\presence\fullrooms_training_24.csv

generando datos de salas llenas para training...

generando datos de salas llenas para validacion...

generando datos de salas llenas para test...

generando datos de salas vacías para training...

generando datos de salas vacías para validacion...

generando datos de salas vacías para  test...

generando labels...

datos de presencia generados y guardados exitosamente. Generando etiquetas...

################# Salas llenas
shape train:  (1360, 52)  --- shape val:  (340, 52)  ---- shape test:  (425, 52)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
################# Salas vacías
shape train:  (1360, 52)  --- shape val:  (340, 52)  --- shape test:  (425, 52)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
############################################################################################

############################################################## 
window:  3  --- package number:  24
comenzando modelo LSTM
Epoch 1/100, Loss: 0.7818, Acc: 0.4713, Val Loss: 0.6988, Val Acc: 0.5000
Epoch 2/100, Loss: 0.7134, Acc: 0.5000, Val Loss: 0.6936, Val Acc: 0.5000
Epoch 3/100, Loss: 0.7208, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 4/100, Loss: 0.7106, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 5/100, Loss: 0.7103, Acc: 0.2294, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 6/100, Loss: 0.7097, Acc: 0.2059, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 7/100, Loss: 0.7084, Acc: 0.1824, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 8/100, Loss: 0.7068, Acc: 0.2059, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 9/100, Loss: 0.7060, Acc: 0.2059, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 10/100, Loss: 0.7051, Acc: 0.2059, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 11/100, Loss: 0.7076, Acc: 0.1824, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 12/100, Loss: 0.7040, Acc: 0.1824, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 13/100, Loss: 0.7029, Acc: 0.2412, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 14/100, Loss: 0.6873, Acc: 0.3706, Val Loss: 0.7011, Val Acc: 0.5000
Epoch 15/100, Loss: 0.7300, Acc: 0.5000, Val Loss: 0.6947, Val Acc: 0.5000
Epoch 16/100, Loss: 0.7098, Acc: 0.5000, Val Loss: 0.6940, Val Acc: 0.5000
Epoch 17/100, Loss: 0.7056, Acc: 0.5000, Val Loss: 0.6937, Val Acc: 0.5000
Epoch 18/100, Loss: 0.7035, Acc: 0.5000, Val Loss: 0.6936, Val Acc: 0.5000
Epoch 19/100, Loss: 0.7020, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 20/100, Loss: 0.7033, Acc: 0.2294, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 21/100, Loss: 0.6997, Acc: 0.3118, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 22/100, Loss: 0.6988, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 23/100, Loss: 0.6982, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 24/100, Loss: 0.6977, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 25/100, Loss: 0.6972, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 26/100, Loss: 0.6969, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 27/100, Loss: 0.6966, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 28/100, Loss: 0.6963, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 29/100, Loss: 0.6961, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 30/100, Loss: 0.6959, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 31/100, Loss: 0.6957, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 32/100, Loss: 0.6955, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 33/100, Loss: 0.6954, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 34/100, Loss: 0.6953, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 35/100, Loss: 0.6952, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 36/100, Loss: 0.6951, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 37/100, Loss: 0.6950, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 38/100, Loss: 0.6949, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 39/100, Loss: 0.6949, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 40/100, Loss: 0.6948, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 41/100, Loss: 0.6948, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 42/100, Loss: 0.6948, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 43/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 44/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 45/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 46/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 47/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 48/100, Loss: 0.6947, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 49/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 50/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 51/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 52/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 53/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 54/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 55/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 56/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 57/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 58/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 59/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 60/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 61/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 62/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 63/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 64/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 65/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 66/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 67/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 68/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 69/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 70/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 71/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 72/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 73/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 74/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 75/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 76/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 77/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 78/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 79/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 80/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 81/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 82/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 83/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 84/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 85/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 86/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 87/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 88/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 89/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 90/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 91/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 92/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 93/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 94/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 95/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 96/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 97/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 98/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 99/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 100/100, Loss: 0.6946, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000

##############################
Resultados para window:  3  --- package number:  24
{
    "training": [
        0.6946156775250154,
        0.5,
        0.0,
        0.0,
        0.0
    ],
    "validate": [
        0.6932445140445933,
        0.5,
        0.0,
        0.0,
        0.0
    ],
    "test": [
        0.6931500063222997,
        0.5,
        0.0,
        0.0,
        0.0
    ]
}
############################################################## 
##############################################################
presence model:  LSTM 
window:  5  --- package number:  40

archivo de datos de training para presencia NO encontrado: processed_data\presence\fullrooms_training_40.csv

generando datos de salas llenas para training...

generando datos de salas llenas para validacion...

generando datos de salas llenas para test...

generando datos de salas vacías para training...

generando datos de salas vacías para validacion...

generando datos de salas vacías para  test...

generando labels...

datos de presencia generados y guardados exitosamente. Generando etiquetas...

################# Salas llenas
shape train:  (1360, 52)  --- shape val:  (340, 52)  ---- shape test:  (425, 52)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
################# Salas vacías
shape train:  (1360, 52)  --- shape val:  (340, 52)  --- shape test:  (425, 52)
shape train label:  (1360,)  --- shape val label:  (340,)  --- shape test label:  (425,)
############################################################################################

############################################################## 
window:  5  --- package number:  40
comenzando modelo LSTM
Epoch 1/100, Loss: 0.7994, Acc: 0.4996, Val Loss: 0.7126, Val Acc: 0.5000
Epoch 2/100, Loss: 0.7112, Acc: 0.5000, Val Loss: 0.6984, Val Acc: 0.5000
Epoch 3/100, Loss: 0.7065, Acc: 0.5000, Val Loss: 0.6950, Val Acc: 0.5000
Epoch 4/100, Loss: 0.7042, Acc: 0.5000, Val Loss: 0.6938, Val Acc: 0.5000
Epoch 5/100, Loss: 0.7021, Acc: 0.5000, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 6/100, Loss: 0.7015, Acc: 0.5000, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 7/100, Loss: 0.7010, Acc: 0.5000, Val Loss: 0.6931, Val Acc: 0.5000
Epoch 8/100, Loss: 0.7006, Acc: 0.2529, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 9/100, Loss: 0.7003, Acc: 0.2059, Val Loss: 0.6932, Val Acc: 0.5000
Epoch 10/100, Loss: 0.7000, Acc: 0.2059, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 11/100, Loss: 0.6997, Acc: 0.2294, Val Loss: 0.6933, Val Acc: 0.5000
Epoch 12/100, Loss: 0.6994, Acc: 0.4294, Val Loss: 0.6934, Val Acc: 0.5000
Epoch 13/100, Loss: 0.6991, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 14/100, Loss: 0.6988, Acc: 0.5000, Val Loss: 0.6935, Val Acc: 0.5000
Epoch 15/100, Loss: 0.6986, Acc: 0.5000, Val Loss: 0.6937, Val Acc: 0.5000
Epoch 16/100, Loss: 0.6989, Acc: 0.5000, Val Loss: 0.6937, Val Acc: 0.5000
Epoch 17/100, Loss: 0.6983, Acc: 0.5000, Val Loss: 0.6938, Val Acc: 0.5000
Epoch 18/100, Loss: 0.6979, Acc: 0.5000, Val Loss: 0.6938, Val Acc: 0.5000
Epoch 19/100, Loss: 0.6975, Acc: 0.5000, Val Loss: 0.6938, Val Acc: 0.5000
Epoch 20/100, Loss: 0.6978, Acc: 0.5000, Val Loss: 0.6939, Val Acc: 0.5000
Epoch 21/100, Loss: 0.6970, Acc: 0.5000, Val Loss: 0.6939, Val Acc: 0.5000
Epoch 22/100, Loss: 0.6966, Acc: 0.5000, Val Loss: 0.6939, Val Acc: 0.5000
Epoch 23/100, Loss: 0.6964, Acc: 0.5000, Val Loss: 0.6939, Val Acc: 0.5000
